seller_id,seller_city,seller_state,total_orders,total_transaction_revenue,total_freight_value,total_payment_value,average_order_value,average_review_score,first_order_month,last_order_month,active_months,total_products_sold,processing_time_days,total_subscription_fee,length,recency,frequency,monetary,review,time_process,cluster
2063dd1b9f568df1c16741ea7d3e6adb,guarapuava,PR,1.0,82.02,57.17,820.27,252.43,5.0,2017-03,2017-11,3,1,0.9753472222222223,137.7,9.0,10.0,1.0,820.27,5.0,1.899363425925926,Regular Seller
2075d8cd4dd63ff12df0749a5866bb06,curitiba,PR,2.0,15.91,39.28,159.07999999999998,59.9,5.0,2018-08,2018-08,1,1,1.059704861111111,45.9,1.0,1.0,3.0,242.23,5.0,1.270023148148148,Regular Seller
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,2.0,839.53,676.27,8395.23,119.9,5.0,2017-04,2018-06,15,2,7.833819444444444,688.5,15.0,3.0,2.0,8395.23,3.8372093023255816,1.9904976851851848,Regular Seller
20a7efa9721046319bdde5d60b6b5365,laguna,SP,1.0,185.99,95.39,1859.95,89.9,5.0,2018-01,2018-02,2,4,0.5793865740740741,91.8,2.0,7.0,1.0,1859.95,5.0,1.9904976851851848,Regular Seller
20a8b0dc55da94fe74d112082427c84f,itu,SP,3.0,53.14,163.32,531.38,49.9,5.0,2018-07,2018-08,2,1,1.1314467592592592,91.8,2.0,1.0,3.0,531.38,4.25,0.3479166666666666,Regular Seller
20b54c376b794ed028df09a3cd88e8dc,sao caetano do sul,SP,1.0,104.22,114.2,1042.07,137.2,4.0,2017-09,2018-06,5,1,8.518738425925926,229.5,10.0,3.0,1.0,1042.07,3.7142857142857135,5.900532407407408,Regular Seller
20cb7c2fde3e5bf10f0bbe7394e1c6a9,andira-pr,PR,2.0,324.86,809.1899999999999,3248.35,16.9,4.0,2017-03,2018-08,14,4,1.2758796296296295,642.6,18.0,1.0,2.0,3248.35,3.865384615384616,2.431458333333333,Regular Seller
20d53aad4fe5ee93a64f8839609d3586,santa rita do sapucai,MG,1.0,2.7,12.48,26.98,14.5,1.0,2017-11,2017-11,1,1,1.3453587962962963,45.9,1.0,10.0,1.0,26.98,1.0,0.8037268518518519,Regular Seller
20d83f3ef0e6925fd74bfd59170babf7,sao paulo,SP,2.0,803.07,703.4399999999999,8029.99,59.9,5.0,2017-03,2018-08,17,6,1.1275578703703704,780.3,18.0,1.0,2.0,8029.99,4.385964912280702,46.90368055555555,Regular Seller
2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,SP,18.0,2109.21,6124.95,21090.670000000002,24.9,5.0,2016-10,2018-08,21,3,1.8130381944444445,963.9,23.0,1.0,18.0,21196.19,3.914746543778802,1.801875,Potensial Seller
213b25e6f54661939f11710a6fddb871,salto,SP,16.0,2669.25,3369.7,26691.14,79.9,4.0,2017-11,2018-08,9,3,8.052546296296295,413.09999999999997,10.0,1.0,16.0,27032.42,3.84375,1.1267361111111112,Potensial Seller
213fafb0ca06fb3d5886579c2565791b,sete lagoas,MG,1.0,21.68,27.16,216.86,44.9,2.0,2018-06,2018-08,2,1,0.06641203703703703,91.8,3.0,1.0,1.0,216.86,2.333333333333333,0.3189699074074074,Regular Seller
2156f2671501a81034d7d07f217609d0,sp,SP,2.0,295.37,374.27,2953.87,75.0,4.0,2017-09,2018-07,9,1,2.626990740740741,413.09999999999997,11.0,2.0,2.0,3302.99,4.0,2.088159722222222,Regular Seller
217f005bb37ff3aeef5b2ae1788e75ba,osasco,SP,1.0,8.01,30.15,80.13,24.99,4.5,2017-04,2017-05,2,1,5.896012731481482,91.8,2.0,16.0,1.0,80.13,4.5,3.0963310185185184,Regular Seller
218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,SP,18.0,7380.58,7508.51,73805.61,113.0,5.0,2017-01,2018-08,20,4,1.135271990740741,918.0,20.0,1.0,19.0,73885.49,4.174117647058823,4.2697569444444445,Potensial Seller
218f991754f360af9c2daa5e0b8e990c,sao paulo,SP,2.0,571.5,265.22,5714.92,219.9,4.0,2017-12,2018-08,7,3,3.0455208333333332,321.3,9.0,1.0,2.0,5714.92,3.5294117647058822,4.870972222222222,Regular Seller
2199e7fe213c16213bf5d6a7eadc9a5d,registro,SP,1.0,656.05,570.05,6560.53,76.0,5.0,2017-01,2018-08,15,4,1.3142708333333335,688.5,20.0,1.0,1.0,6560.53,4.4375,4.870972222222222,Regular Seller
21c62b998a043ebe31161d38f84929fc,fortaleza,CE,2.0,84.12,90.84,841.33,192.0,4.5,2018-07,2018-08,2,1,2.9082118055555553,91.8,2.0,1.0,2.0,841.33,4.5,1.1453819444444444,Regular Seller
21d59342ba150175ca2aa4f8faddeca6,itaquaquecetuba,SP,2.0,38.97,74.39,389.71000000000004,129.95,4.5,2018-08,2018-08,1,2,0.7497743055555555,45.9,1.0,1.0,2.0,389.71,4.5,3.702453703703704,Regular Seller
21e83881401b92b49fb09a16d3852291,uberlandia,MG,2.0,403.2,1020.52,4031.49,189.9,4.0,2017-03,2018-01,6,2,5.484108796296296,275.4,11.0,8.0,2.0,4031.49,4.305555555555555,0.6075578703703703,Regular Seller
2235cf78d3e2073a88146a9cb60f0dd0,sao paulo,SP,1.0,20.48,25.77,204.76,178.99,5.0,2017-12,2017-12,1,1,4.410625,45.9,1.0,9.0,1.0,204.76,5.0,0.6075578703703703,Regular Seller
226b05fe067266c59c15dae208213d06,curitiba,PR,5.0,149.66,188.68,1496.68,99.9,5.0,2018-03,2018-04,2,2,1.0827777777777778,91.8,2.0,5.0,5.0,1496.68,4.181818181818182,5.572685185185185,Regular Seller
228e4c1a0be164f613d41c24345f9d2c,bandeirantes,PR,1.0,76.94,316.77,769.4399999999999,109.9,5.0,2018-05,2018-08,4,1,4.1014236111111115,183.6,4.0,1.0,1.0,769.4399999999999,5.0,6.809548611111111,Regular Seller
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,6.0,2474.03,2245.56,24740.72,87.0,4.0,2016-10,2018-08,18,3,0.9562152777777777,826.1999999999999,23.0,1.0,6.0,24851.05,3.6433566433566433,3.438391203703704,Regular Seller
22a23e5ac7061fc538cc2a019afaaf16,belo horizonte,MG,1.0,10.94,14.42,109.42,95.0,3.0,2017-05,2017-05,1,1,7.852511574074074,45.9,1.0,16.0,1.0,109.42,3.0,12.166469907407407,Regular Seller
22c32ec35d0116ef02c281798a25bf8b,maringa,PR,4.0,41.89,90.43,418.75,18.0,3.0,2018-02,2018-02,1,3,0.4625462962962963,45.9,1.0,7.0,4.0,418.75,3.5,0.3567592592592593,Regular Seller
2305ab43e846518f58dd9d59f3f54e96,sao paulo,SP,1.0,83.12,42.370000000000005,831.26,319.99,5.0,2018-04,2018-06,3,1,2.7743634259259258,137.7,3.0,3.0,1.0,831.26,3.6666666666666665,2.3050925925925925,Regular Seller
232a6014e7b10cba61c6c2b2ea6bb4b0,cafelandia,SP,2.0,538.6,1173.74,5386.01,99.9,5.0,2017-02,2018-07,13,2,1.0601215277777778,596.6999999999999,18.0,2.0,2.0,5516.24,4.085714285714285,0.8159953703703704,Regular Seller
23613d49c3ac2bd302259e55c06c050c,porto ferreira,SP,3.0,858.38,2285.35,8583.69,45.9,5.0,2016-10,2018-08,19,4,4.742199074074074,872.1,23.0,1.0,3.0,8583.69,3.670731707317073,0.8006134259259259,Regular Seller
236585a4ddb5fea9fa40233e2249ed91,caxias do sul,RS,2.0,83.78,188.14,837.67,59.99,5.0,2017-11,2018-08,5,1,4.722789351851852,229.5,10.0,1.0,2.0,837.67,4.090909090909091,5.277037037037037,Regular Seller
2379bdc3888025689a9deb7b141507d5,mogi mirim,SP,1.0,112.55000000000001,144.34,1125.6100000000001,79.45,5.0,2018-01,2018-08,6,1,3.187702546296296,275.4,8.0,1.0,1.0,1125.61,4.0,2.0778935185185183,Regular Seller
238fac594e170b59c6d228f5a4f4f1d9,dois corregos,SP,2.0,454.74,1296.92,4547.37,119.0,4.5,2017-10,2018-08,11,2,1.2412673611111111,504.9,11.0,1.0,2.0,4728.15,3.965517241379312,0.6818518518518518,Regular Seller
23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,SP,3.0,486.04,659.1899999999999,4860.62,85.5,5.0,2018-03,2018-08,6,2,0.8335821759259259,275.4,6.0,1.0,3.0,4860.62,3.8846153846153846,0.933726851851852,Regular Seller
23c38debaffe4a25a30fdbd9b586a13f,votorantim,SP,8.0,763.03,834.38,7630.0199999999995,127.27,5.0,2018-04,2018-08,5,3,1.5367071759259259,229.5,5.0,1.0,8.0,7630.019999999999,4.304347826086956,3.540775462962963,Regular Seller
23ca5f678e0b3ea6c630b30fa8bf51ea,sao paulo,SP,2.0,36.89,96.39,368.99,27.0,5.0,2017-03,2017-05,3,2,1.990763888888889,137.7,3.0,16.0,2.0,368.99,5.0,1.4424305555555557,Regular Seller
23d7c96d4a1160db1c726b248601b25a,capivari,SP,3.0,1274.72,1433.66,12746.67,179.9,4.0,2017-07,2018-08,14,2,0.9465625,642.6,14.0,1.0,3.0,12746.67,3.789473684210526,5.6396875,Regular Seller
23ff42c4bf1f8f16cddb19d8b972974a,itau de minas,MG,1.0,41.370000000000005,52.97,413.65,74.9,5.0,2017-09,2017-11,2,2,1.3331481481481482,91.8,3.0,10.0,1.0,413.65,4.333333333333333,5.6396875,Regular Seller
240b9776d844d37535668549a396af32,niteroi,RJ,17.0,1417.17,839.5600000000001,14171.65,259.99,5.0,2018-07,2018-08,2,1,5.451041666666667,91.8,2.0,1.0,17.0,14171.65,4.342857142857143,5.6396875,Potensial Seller
244b04680fdbded0acf5aebd9c92b44a,jundiai,SP,1.0,60.65,30.58,606.48,575.9,1.0,2017-12,2017-12,1,1,49.59407407407407,45.9,1.0,9.0,1.0,606.48,1.0,5.6396875,Regular Seller
244c2f1bff6afe1f2eaf9bfe9b2aed38,mogi das cruzes,SP,2.0,599.43,1567.95,5994.22,99.0,4.0,2017-02,2018-02,9,3,2.6964004629629628,413.09999999999997,13.0,7.0,2.0,5994.22,3.852941176470588,0.1198379629629629,Regular Seller
247587846358bb1d2e4c6522020b36fe,sao jose do rio preto,SP,1.0,12.15,22.51,121.51,99.0,5.0,2018-06,2018-06,1,1,1.6357638888888888,45.9,1.0,3.0,1.0,121.51,5.0,3.1288078703703706,Regular Seller
2493dc3f20131696a0ecdb9948051a8d,brasilia,DF,2.0,57.51,70.69,575.07,128.845,5.0,2017-01,2017-02,2,1,1.0996643518518519,91.8,2.0,19.0,2.0,575.07,4.75,3.367534722222222,Regular Seller
249f0e9905a6e06ad6c6bea7547ab9f6,rio de janeiro,RJ,1.0,64.37,39.04,643.72,139.0,5.0,2018-06,2018-08,3,2,2.392164351851852,137.7,3.0,1.0,1.0,643.72,3.6666666666666665,7.833969907407408,Regular Seller
24a6daf925d9d591870a66660416de31,robeirao preto,SP,1.0,9.0,30.08,90.08,30.0,4.5,2018-01,2018-05,2,1,0.8674537037037038,91.8,5.0,4.0,1.0,90.08,4.5,4.95318287037037,Regular Seller
24c1de8d9551c0b4fbc53317d53efda8,serra redonda,PB,1.0,41.21,57.12,412.12,355.0,5.0,2017-02,2017-02,1,1,3.1554166666666665,45.9,1.0,19.0,1.0,412.12,5.0,3.224201388888889,Regular Seller
2528513dd95219a6013d4d05176e391a,osasco,SP,8.0,3793.26,3681.95,37931.96,189.0,5.0,2017-03,2018-08,18,4,1.2097048611111112,826.1999999999999,18.0,1.0,8.0,38534.25,3.9943181818181817,2.6755787037037035,Regular Seller
2528744c5ef5d955adc318720a94d2e7,jundiai,SP,1.0,650.87,263.7,6508.7,549.0,2.0,2017-10,2018-06,5,1,3.2204050925925927,229.5,9.0,3.0,1.0,6508.7,2.4,2.1446064814814814,Regular Seller
252e76235acb79183cfca6e34f13337d,campinas,SP,1.0,64.19,60.57,641.95,68.0,4.5,2017-02,2018-06,3,3,1.3348206018518518,137.7,17.0,3.0,1.0,641.95,3.75,0.5486805555555555,Regular Seller
253c025bab43881055aeecde5e2d8b77,curitiba,PR,1.0,12.43,29.509999999999998,124.33,47.41,4.5,2017-11,2018-07,2,1,2.89646412037037,91.8,9.0,2.0,1.0,124.33,4.5,0.881087962962963,Regular Seller
253f95b3a0e6983ae18aed49fbc2b845,sao paulo,SP,1.0,89.09,91.44,890.94,129.9,5.0,2018-03,2018-06,3,1,1.4130439814814815,137.7,4.0,3.0,1.0,890.94,4.4,0.881087962962963,Regular Seller
257e61d3251fb5efb9daadddbc2cf7ca,apucarana,PR,2.0,880.61,1077.18,8806.18,514.0,5.0,2018-04,2018-08,5,1,0.6810706018518518,229.5,5.0,1.0,2.0,8806.18,4.75,0.881087962962963,Regular Seller
258447aad3f7b01e2643c89f64dc5647,cianorte,PR,1.0,7.14,19.55,71.45,51.9,5.0,2018-07,2018-07,1,1,0.6908333333333333,45.9,1.0,2.0,1.0,71.45,5.0,1.104837962962963,Regular Seller
259f7b5e6e482c230e5bfaa670b6bb8f,poa,SP,8.0,1472.56,2906.05,14726.17,54.9,5.0,2017-03,2018-08,16,3,0.9953414351851853,734.4,18.0,1.0,8.0,14921.53,4.274285714285714,3.909247685185185,Regular Seller
25be943a321c8938947bdaabca979a90,sao bernardo do campo,SP,1.0,57.47,95.63,574.63,145.0,4.0,2018-05,2018-07,3,1,1.6643981481481482,137.7,3.0,2.0,1.0,574.63,4.333333333333333,2.5436574074074074,Regular Seller
25c5c91f63607446a97b143d2d535d31,itauna,MG,11.0,16054.18,7117.74,160541.48,149.875,4.0,2017-03,2018-03,13,10,3.6185474537037035,596.6999999999999,13.0,6.0,11.0,160541.48,3.724264705882353,2.5436574074074074,Potensial Seller
25cf099de44674fde97473224f9d59ab,cotia,SP,3.0,231.76,692.03,2317.67,30.0,5.0,2017-06,2018-08,14,1,1.037048611111111,642.6,15.0,1.0,3.0,2341.77,4.34,2.5436574074074074,Regular Seller
25debeafbce801fdd479539350185eee,igaracu do tiete,SP,1.0,61.14,87.12,611.37,39.99,2.5,2017-06,2018-04,3,2,6.050682870370371,137.7,11.0,5.0,1.0,611.37,2.6666666666666665,1.3353125,Regular Seller
25e47381a6c510ddeb36084e33b89f0c,praia grande,SP,8.0,162.57999999999998,292.05,1625.91,79.9,4.5,2017-05,2017-06,2,2,2.666591435185185,91.8,2.0,15.0,8.0,1625.91,4.0,0.7330439814814815,Regular Seller
25e6ffe976bd75618accfe16cefcbd0d,sao paulo,SP,5.0,1866.06,1683.31,18660.59,51.4,5.0,2016-10,2018-06,19,4,1.0989583333333333,872.1,21.0,3.0,5.0,18796.31,4.422413793103448,2.755011574074074,Regular Seller
262237171f48e85819065498cac80d7b,brusque,SC,1.0,76.80000000000001,60.05,767.9100000000001,59.9,5.0,2018-02,2018-08,3,3,3.6465972222222223,137.7,13.0,1.0,1.0,2715.16,4.3,3.207337962962963,Regular Seller
2646baaf662d4d92ac48f047e35db92d,sao paulo,SP,2.0,239.36,255.67,2393.58,54.95,5.0,2018-04,2018-08,5,3,1.7934895833333333,229.5,5.0,1.0,3.0,2512.25,4.555555555555555,0.3532638888888889,Regular Seller
26562f211dd1364af2a8596dc945e8ae,sao bernardo do campo,SP,2.0,11.51,16.11,115.11000000000001,49.5,5.0,2018-07,2018-07,1,1,1.1253703703703704,45.9,1.0,2.0,2.0,115.11,5.0,0.3354050925925926,Regular Seller
265fdc289dffa9f1ad801c74f7d0de47,jaci,SP,1.0,54.66,51.55,546.55,495.0,5.0,2018-08,2018-08,1,1,1.0678125,45.9,1.0,1.0,1.0,546.55,5.0,0.3354050925925926,Regular Seller
26785a546900236d66f2e4197c211158,sao paulo,SP,2.0,118.93,210.07,1189.3700000000001,52.45,5.0,2017-11,2018-07,5,1,1.8083506944444445,229.5,9.0,2.0,3.0,1244.65,4.666666666666667,0.0878472222222222,Regular Seller
269c5fc9fcadee614364c3620c30a1f9,guarulhos,SP,1.0,50.94,45.12,509.43999999999994,29.9,5.0,2018-07,2018-08,2,2,1.6364351851851853,91.8,2.0,1.0,1.0,509.44,5.0,5.576655092592593,Regular Seller
269cff2d3c8d205c11f37a52402ea93b,catanduva,SP,1.0,191.4,133.41,1914.01,179.9,4.0,2018-06,2018-08,3,2,2.0352083333333333,137.7,3.0,1.0,1.0,1914.01,4.4,1.7609722222222222,Regular Seller
26af45f5dfd967225a832838aa4e24a3,curitiba,PR,1.0,113.65,198.51,1136.24,49.9,5.0,2018-01,2018-08,6,3,1.556087962962963,275.4,8.0,1.0,1.0,1136.24,4.181818181818182,3.622847222222222,Regular Seller
26b482dccfa29bd2e40703ba45523702,santa barbara d´oeste,SP,1.0,57.349999999999994,67.63,573.51,64.99,5.0,2018-07,2018-08,2,2,0.8647453703703704,91.8,2.0,1.0,1.0,573.51,5.0,2.9572800925925926,Regular Seller
26bad72add1f86e08a776ce4ffdaf1ca,pedregulho,SP,1.0,74.58,153.47,745.9200000000001,115.0,5.0,2017-09,2018-05,4,1,1.6514467592592594,183.6,9.0,4.0,1.0,745.9200000000001,4.5,0.7025231481481482,Regular Seller
26d6bbee02420494d471c9f6436929c0,curitiba,PR,2.0,65.9,223.84,658.9499999999999,31.99,5.0,2018-04,2018-08,5,2,1.0102199074074074,229.5,5.0,1.0,2.0,772.8,4.6923076923076925,7.643032407407407,Regular Seller
26d8a1c7c75d513045798992ead43aa2,apucarana,PR,2.0,708.39,690.4,7083.82,163.99,5.0,2017-08,2018-08,12,2,2.669976851851852,550.8,13.0,1.0,2.0,7083.82,4.351351351351352,7.643032407407407,Regular Seller
26e13b6ff5b641b329e5524241ee2c93,franca,SP,4.0,22.59,69.97999999999999,225.88,29.9,5.0,2018-08,2018-08,1,2,0.7307407407407407,45.9,,,,,,,
26e2c91ef821e1ff8985f408788fe35b,ibitinga,SP,2.0,259.34,369.55,2593.49,138.5,2.5,2018-02,2018-07,6,2,1.5686921296296297,275.4,6.0,2.0,2.0,2593.49,2.555555555555556,7.654930555555556,Regular Seller
26e2e5033827d2ba53929f43e03d8ffe,sao paulo,SP,1.0,15.48,15.29,154.78,139.49,5.0,2018-08,2018-08,1,1,2.0544675925925926,45.9,1.0,1.0,1.0,154.78,5.0,2.879548611111112,Regular Seller
26f6b7ab07be3e9e69ce82a6552efc19,rio de janeiro,RJ,2.0,8.07,25.95,80.75,27.4,3.0,2018-08,2018-08,1,1,6.3621585648148145,45.9,1.0,1.0,2.0,80.75,3.0,4.1425,Regular Seller
270297ead4c65a6cd2593960d2af6b21,sao paulo,SP,1.0,1160.03,537.36,11600.29,369.95,4.0,2017-03,2018-08,11,2,2.572395833333333,504.9,18.0,1.0,1.0,11600.29,3.736842105263158,2.4241550925925925,Regular Seller
270572bb714b00531be85e16e1550f26,maua,SP,1.0,11.18,14.77,111.76,96.99,5.0,2018-05,2018-05,1,1,1.4786342592592592,45.9,1.0,4.0,1.0,111.76,5.0,1.0400462962962962,Regular Seller
2709af9587499e95e803a6498a5a56e9,sao paulo,SP,1.0,572.41,537.56,5724.31,8.399999999999999,1.0,2017-02,2018-08,13,21,2.889236111111111,596.6999999999999,19.0,1.0,1.0,5724.31,2.652173913043478,5.660983796296296,Regular Seller
270d3ef21830ad0ecf3a6c53d08a533a,carapicuiba,SP,1.0,276.88,217.61,2768.59,25.0,3.0,2017-12,2018-05,5,5,3.509398148148148,229.5,6.0,4.0,1.0,2768.59,2.294117647058824,1.548136574074074,Regular Seller
271b8923c6a549e02d3c9fd1f8c0422b,praia grande,SP,1.0,11.86,13.4,118.59,105.19,4.0,2018-08,2018-08,1,1,7.378483796296297,45.9,1.0,1.0,1.0,118.59,4.0,3.4719907407407407,Regular Seller
271c58a1d139c45eaf3316107c6d3a3b,sao paulo,SP,6.0,423.29,634.92,4232.55,129.99,5.0,2018-05,2018-08,4,1,6.034664351851852,183.6,4.0,1.0,6.0,4232.55,4.185185185185185,2.3091666666666666,Regular Seller
272f092de69afedd4d2969440b37f18f,sao paulo,SP,2.0,418.48,512.03,4184.73,40.0,5.0,2017-02,2017-10,9,5,2.2504976851851852,413.09999999999997,9.0,11.0,2.0,4184.73,4.0,0.4976157407407407,Regular Seller
2745f798279e0ed033addcc1474776d7,sao paulo,SP,3.0,453.68,716.49,4536.76,110.8,4.5,2017-08,2018-05,10,2,2.396255787037037,459.0,10.0,4.0,3.0,4536.76,3.9375,6.959039351851852,Regular Seller
276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,4.0,640.5,729.74,6404.99,58.9,5.0,2018-02,2018-08,7,4,1.3924537037037037,321.3,7.0,1.0,4.0,6839.07,3.9130434782608696,2.331354166666667,Regular Seller
27a56ff04b34c2ba34ce6ba4d3b9d616,campinas,SP,1.0,45.25,102.98,452.27,35.945,5.0,2017-04,2017-10,5,1,2.486545138888889,229.5,7.0,11.0,1.0,452.27,4.125,0.2369560185185185,Regular Seller
282c7480173bb9c01dd41cc739fec010,sao paulo,SP,4.0,701.48,171.76,7014.639999999999,819.9,5.0,2017-08,2017-08,1,4,1.3919212962962964,45.9,1.0,13.0,4.0,7014.639999999999,4.428571428571429,1.4962037037037037,Regular Seller
282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,6.0,1275.53,1873.59,12755.74,44.06,5.0,2017-07,2018-08,14,5,2.769722222222222,642.6,14.0,1.0,7.0,12880.75,4.321428571428571,0.8944560185185185,Regular Seller
28405831a29823802aa22c084cfd0649,sao paulo,SP,2.0,28.28,72.83,282.83,35.0,4.5,2018-06,2018-08,3,1,4.348472222222222,137.7,3.0,1.0,2.0,282.83,4.5,0.8944560185185185,Regular Seller
28872dc528e978a639754bc8c2ce5a4c,caxias do sul,RS,1.0,103.89,29.0,1038.9,1009.9,5.0,2018-06,2018-06,1,1,0.5316087962962963,45.9,1.0,3.0,1.0,1038.9,5.0,0.8944560185185185,Regular Seller
289cdb325fb7e7f891c38608bf9e0962,belo horizonte,SP,14.0,1897.19,1973.57,18972.57,116.9,5.0,2018-02,2018-08,7,4,1.0264699074074075,321.3,7.0,1.0,15.0,20058.26,4.592,0.8944560185185185,Potensial Seller
28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,1.0,4.7,17.14,47.04,29.9,5.0,2018-08,2018-08,1,1,2.8936574074074075,45.9,1.0,1.0,1.0,47.04,5.0,2.736412037037037,Regular Seller
28c7d8743fbc8679f484868cc0fcaefb,itaporanga,SP,1.0,27.03,68.86,270.36,68.0,5.0,2018-05,2018-08,3,1,2.0692708333333334,137.7,4.0,1.0,1.0,270.36,5.0,2.9234027777777776,Regular Seller
28d162ab86bb49d719c32f0ee6186eaa,ribeirao preto,SP,1.0,12.73,51.63,127.2,109.99,4.0,2017-09,2017-09,1,1,0.39046296296296296,45.9,1.0,12.0,1.0,127.2,4.0,5.164502314814815,Regular Seller
28ea411b354f14b1a494be4e79f0ce02,sao paulo,SP,1.0,89.69,76.93,896.93,140.0,5.0,2017-02,2018-01,5,1,1.522048611111111,229.5,12.0,8.0,1.0,896.93,4.666666666666667,0.915162037037037,Regular Seller
28f10b1c5e5abb9d4857745bede6147c,sao paulo,SP,5.0,118.55,350.42,1185.42,17.0,5.0,2018-04,2018-08,5,1,0.9318287037037036,229.5,5.0,1.0,5.0,1185.42,4.0,4.348935185185185,Regular Seller
28fb0829fd777877cdc350d25cb5bd5b,sao jose do rio pret,SP,1.0,32.19,66.14,321.88,169.9,5.0,2017-10,2017-11,2,1,1.1161921296296295,91.8,2.0,10.0,1.0,321.88,5.0,5.364699074074074,Regular Seller
293dee954235e4e4e43f129313625ebe,brasilia,DF,2.0,201.91,240.3,2019.22,227.99,5.0,2017-10,2018-01,3,1,1.2008275462962963,137.7,4.0,8.0,2.0,2019.22,5.0,5.364699074074074,Regular Seller
2953ce3a88f5e3c3b696d77fc9e4c8eb,sao paulo,SP,2.0,69.78999999999999,161.32,698.0,28.0,5.0,2017-10,2018-08,5,2,1.6010763888888888,229.5,11.0,1.0,2.0,698.0,4.666666666666667,1.1368402777777775,Regular Seller
296729ffb9b684050dd24836dac4494a,curitiba,SP,1.0,14.96,35.61,149.61,57.0,5.0,2018-05,2018-08,2,1,1.2900578703703705,91.8,4.0,1.0,1.0,149.61,5.0,1.0216203703703703,Regular Seller
297d5eccd19fa9a83b2630071ff105e4,curitiba,PR,4.0,97.67999999999999,141.76,976.73,98.0,5.0,2018-07,2018-08,2,1,1.0694502314814813,91.8,2.0,1.0,4.0,976.73,5.0,2.6541435185185187,Regular Seller
299c89a525fee36c567f4fe72f038100,varzea alegre,CE,1.0,24.27,53.67,242.67,189.0,3.0,2018-08,2018-08,1,1,0.8170717592592592,45.9,1.0,1.0,1.0,242.67,3.0,12.151076388888889,Regular Seller
29c322e3f09f886f8bacbe91dfbd979e,santa maria,RS,1.0,41.72,56.59,417.1,24.49,5.0,2018-08,2018-08,1,2,0.3345138888888889,45.9,1.0,1.0,1.0,417.1,5.0,3.984641203703704,Regular Seller
29e6e05b65f93bc224c644319dc52ecf,juiz de fora,MG,1.0,55.9,83.32,558.92,119.9,5.0,2018-06,2018-08,3,1,0.7286747685185185,137.7,3.0,1.0,1.0,558.92,4.75,1.2275810185185183,Regular Seller
29fe9f200d3fa0c668d2aa1ec7e08dfb,balneario camboriu,SC,1.0,51.41,114.16,514.16,80.0,5.0,2017-06,2017-09,4,1,2.021724537037037,183.6,4.0,12.0,1.0,514.16,4.0,4.027141203703704,Regular Seller
2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,3.0,423.41,711.59,4234.1,34.9,3.5,2017-01,2018-08,15,3,3.563929398148148,688.5,20.0,1.0,3.0,4234.1,3.04,0.2972800925925926,Regular Seller
2a167ca73899c85001a837d8fb4962f6,sao paulo,SP,2.0,646.49,100.62,6464.900000000001,1099.0,4.0,2018-07,2018-07,1,2,2.0211574074074075,45.9,1.0,2.0,2.0,6464.900000000001,4.333333333333333,8.845,Regular Seller
2a261b5b644fa05f4f2700eb93544f2c,porto ferreira,SP,4.0,1588.65,1989.15,15886.92,50.0,4.0,2017-10,2018-08,11,5,1.4088541666666667,504.9,11.0,1.0,4.0,17055.5,3.345238095238096,0.4073032407407407,Regular Seller
2a50b7ee5aebecc6fd0ff9784a4747d6,brasilia,DF,1.0,52.84,64.44,528.48,99.9,1.0,2017-11,2017-11,1,2,3.7829050925925927,45.9,1.0,10.0,1.0,528.48,1.0,0.4073032407407407,Regular Seller
2a5b78b41cd05baeac8df54c6606b92c,formiga,MG,3.0,2007.77,1021.19,20077.57,136.37,5.0,2017-07,2018-08,14,4,1.0121412037037036,642.6,14.0,1.0,3.0,20077.57,4.303571428571429,3.723587962962963,Regular Seller
2a61c271b1ac763450d846849783e922,santo andre,SP,3.0,422.06,482.27,4220.84,93.99,5.0,2017-09,2018-02,5,4,1.0498148148148148,229.5,6.0,7.0,3.0,4220.84,3.6818181818181817,6.215532407407407,Regular Seller
2a6fbeaa7ab9e5d59a35841a8da71ce4,jaragua do sul,SC,2.0,230.13,643.01,2301.5099999999998,48.9,5.0,2017-03,2018-07,13,2,3.915092592592593,596.6999999999999,17.0,2.0,2.0,2301.51,4.0,6.703159722222222,Regular Seller
2a73cba571d90c694b7caca072ccf6ce,sao caetano do sul,SP,1.0,76.3,38.7,762.96,171.39,5.0,2018-07,2018-07,1,2,11.294270833333334,45.9,1.0,2.0,1.0,762.96,5.0,1.8138888888888889,Regular Seller
2a7c6c0b0d5efde2bf75ec1e1cec2d41,maringa,PR,1.0,19.21,44.44,192.04,47.9,4.0,2017-11,2017-12,2,1,2.8124189814814815,91.8,2.0,9.0,1.0,192.04,3.333333333333333,1.8138888888888889,Regular Seller
2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,6.0,579.21,851.23,5791.93,59.9,4.5,2017-11,2018-06,8,2,3.6203067129629627,367.2,8.0,3.0,6.0,5969.43,4.0,2.078900462962963,Regular Seller
